,llama_random2_accuracy_full.json,mixtral_thematic_top_to_bottom_accuracy_full.json,mixtral_thematic_bottom_to_top_accuracy_full.json,llama_random5_accuracy_full.json,qwen_deepseek_solutions_accuracy_full.json,qwen_random2_accuracy_full.json,qwen_zero_shot_chain_of_thought_accuracy_full.json,mixtral_advanced_accuracy_full.json,mixtral_semantic_random3_accuracy_full.json,qwen_advanced_accuracy_full.json,mixtral_random3_accuracy_full.json,mixtral_semantic_random2_accuracy_full.json,qwen_deepseek_long_types_accuracy_full.json,llama_random4_accuracy_full.json,qwen_semantic_random1_accuracy_full.json,mixtral_semantic_random5_accuracy_full.json,mixtral_semantic_bottom_to_top_accuracy_full.json,llama_thematic_top_to_bottom_accuracy_full.json,llama_advanced_accuracy_full.json,llama_semantic_random5_accuracy_full.json,qwen_random3_accuracy_full.json,mixtral_random5_accuracy_full.json,qwen_thematic_random5_accuracy_full.json,qwen_semantic_random3_accuracy_full.json,mixtral_random2_accuracy_full.json,mixtral_thematic_random1_accuracy_full.json,mixtral_thematic_random3_accuracy_full.json,qwen_thematic_random4_accuracy_full.json,qwen_semantic_random4_accuracy_full.json,qwen_base_accuracy_full.json,mixtral_base_accuracy_full.json,qwen_semantic_random5_accuracy_full.json,llama_deepseek_long_types_accuracy_full.json,qwen_semantic_random2_accuracy_full.json,llama_random3_accuracy_full.json,mixtral_deepseek_long_types_accuracy_full.json,mixtral_zero_shot_chain_of_thought_accuracy_full.json,qwen_random5_accuracy_full.json,mixtral_random1_accuracy_full.json,llama_thematic_random3_accuracy_full.json,llama_thematic_random2_accuracy_full.json,qwen_semantic_bottom_to_top_accuracy_full.json,qwen_thematic_random1_accuracy_full.json,llama_deepseek_solutions_accuracy_full.json,mixtral_thematic_random5_accuracy_full.json,qwen_thematic_bottom_to_top_accuracy_full.json,mixtral_deepseek_short_types_accuracy_full.json,qwen_thematic_random3_accuracy_full.json,llama_base_accuracy_full.json,mixtral_random4_accuracy_full.json,qwen_random1_accuracy_full.json,llama_semantic_random3_accuracy_full.json,mixtral_deepseek_solutions_accuracy_full.json,llama_deepseek_short_types_proper_prompt_accuracy_full.json,llama_thematic_random5_accuracy_full.json,qwen_random4_accuracy_full.json,llama_semantic_random4_accuracy_full.json,qwen_semantic_top_to_bottom_accuracy_full.json,mixtral_semantic_random4_accuracy_full.json,qwen_deepseek_short_types_proper_prompt_accuracy_full.json,llama_semantic_random2_accuracy_full.json,qwen_deepseek_advanced_max_tokens_1024_accuracy_full.json,llama_semantic_bottom_to_top_accuracy_full.json,mixtral_thematic_random4_accuracy_full.json,llama_thematic_bottom_to_top_accuracy_full.json,llama_deepseek_advanced_accuracy_full.json,qwen_thematic_random2_accuracy_full.json,llama_thematic_random4_accuracy_full.json,mixtral_semantic_random1_accuracy_full.json,qwen_thematic_top_to_bottom_accuracy_full.json,llama_semantic_random1_accuracy_full.json,mixtral_semantic_top_to_bottom_accuracy_full.json,mixtral_thematic_random2_accuracy_full.json,llama_zero_shot_chain_of_thought_accuracy_full.json,mixtral_deepseek_advanced_accuracy_full.json,llama_semantic_top_to_bottom_accuracy_full.json,llama_random1_accuracy_full.json,llama_thematic_random1_accuracy_full.json
1276,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0,1,0,0,1,0,1,1,0,0.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1.0,0,0,0
1277,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0.0,0,1,0,1,1,1,1,1,1,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.0,1,1,1
1278,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.0,0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,1,1,1
1279,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0.0,0,0,0,0,0,1,1,1,1,0.0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1.0,0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,0
1280,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1
1281,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0,1,0,1,1,0,1.0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.0,1,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0.0,0,1,1
1282,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0.0,1,1,0
1283,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0
1284,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0.0,1,1,0,0,1,1,1,1,0,1.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1.0,0,1,1
1285,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,0,1,1,0,0.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0.0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.0,0,0,1
1286,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0.0,0,0,0,1,1,1,1,1,1,0.0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.0,1,1.0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1.0,0,1,1
1287,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0.0,0,1,1,1,1,0,1,1,0,0.0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0.0,1,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1.0,1,1,1
1288,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1.0,1,1,1,1,0,0,0,0,0,1.0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1.0,0,1.0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1.0,1,1,1
1289,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0,1,1,0,1,0,1,1,0,1,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1.0,0,1.0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1.0,1,1,1
1290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1.0,1,1,1
1291,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1.0,0,0,0,0,1,0,1,1,0,1.0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1.0,1,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0.0,0,0,0
1292,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1,1,0,0,1,0,0.0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0.0,1,1.0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0.0,0,1,1
1293,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0,1,0,1,1,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0.0,0,1.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1.0,1,1,1
1294,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0
1295,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1,1,1,1,0,1,0,0,1,1.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1.0,0,1.0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1.0,1,1,1
1296,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1,0,0
1297,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1.0,1,1,1
1298,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1,1,0,0.0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1.0,1,0.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0.0,1,1,1
1299,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1.0,1,0,0,0,0,1,0,0,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1.0,1,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0.0,0,0,0
1300,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1
1301,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.0,1,1,1
1302,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,0,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1.0,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1.0,1,1,1
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,0,0
1304,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1.0,1,1.0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0.0,1,1,1
1305,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1.0,1,0,1,0,1,0,1,1,1,1.0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1.0,1,1.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1.0,0,0,0
1306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1,1,1
1307,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1,1
1308,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1.0,1,0,0,0,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0.0,1,1.0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1.0,1,1,0
1309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
1311,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0.0,1,0,1,0,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0.0,0,1.0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0.0,0,0,1
1312,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0,1.0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1.0,0,1,0
1313,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1.0,0,1,1,1,1,1,1,1,0,0.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1.0,1,1,1
1314,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.0,0,0,0
1315,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1.0,0,1,0,1,1,1,1,1,1,0.0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1,1
1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
1317,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0,1,0,0,1,0,0,1,1,0,0.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0,1,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.0,0,0,0
1318,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,1,0,0,0,1,0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0.0,1,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0.0,1,1,1
1319,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1.0,1,0,0,0,1,1,1,1,0,0.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1.0,1,1.0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1.0,0,1,1
1320,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1.0,1,0,1,0,0,1,0,0,1,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0,0,1.0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1.0,0,1,0
1321,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1.0,1,1,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0.0,0,1.0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1.0,1,1,1
1322,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0.0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0.0,1,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0
1323,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1.0,1,1,1
1324,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
1325,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1.0,0,1.0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0.0,1,1,0
1326,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0
1327,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1.0,1,1,1
1328,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1.0,0,1,0,1,0,1,0,0,1,0.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0.0,0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1.0,1,1,1
1329,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1.0,0,1,1,1,1,1,1,1,1,0.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1.0,1,1,1
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
1332,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0.0,0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1.0,1,1,1
1333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
1335,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1.0,1,1,0,0,1,1,1,1,1,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1.0,1,0.0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1.0,0,1,1
1336,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0.0,0,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1.0,1,1,1
1337,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1,1
1338,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0.0,0,0,0,0,1,1,1,0,0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.0,0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
1339,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0.0,0,1,0,1,1,1,1,1,0,0.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,1,0.0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1.0,1,1,1
1340,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1.0,0,1,1,1,1,1,1,1,0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1.0,1,1,1
1341,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,0,1.0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0,1,1,1
1342,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1
1343,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1.0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,1,1,0
1344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1
1345,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0
1346,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0.0,0,1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0.0,0,0.0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1.0,1,1,1
1347,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0.0,0,1,1,1,1,1,1,1,1,0.0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1.0,1,1,1
1348,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0,0,0,0,1,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0.0,1,1,0
